CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,churn_probability,estimated_ltv,expected_revenue_retained,net_expected_value,naive_target,ds_optimized_target
523,30,1,83181.29,1,1,1,138176.78,0,False,False,True,0.1643531190242021,7486.316099999999,307.59985025902506,257.59985025902506,False,True
580,67,3,153946.14,1,1,1,7418.92,0,False,True,True,0.2654602025662244,13855.1526,919.4979039454876,869.4979039454876,False,True
630,39,7,135483.17,1,1,0,140881.2,1,False,True,False,0.5022782058387398,12193.4853,1531.1304798512622,1481.1304798512622,True,True
670,38,4,119624.54,2,1,1,110472.12,0,False,False,False,0.2237052791967371,10766.2086,602.114425188328,552.114425188328,False,True
588,34,6,121132.26,2,1,0,86460.28,0,False,True,True,0.1848474537763964,10901.9034,503.7972712015596,453.7972712015596,False,True
812,25,5,54817.55,1,1,0,131660.31,0,True,False,True,0.2893331187621112,4933.5795,356.8619858489543,306.8619858489543,False,True
631,40,3,107949.45,1,1,0,52449.62,1,True,False,True,0.7155336493641922,9715.4505,1737.9329378705415,1687.9329378705415,True,True
625,49,2,80816.45,1,1,1,20018.79,0,False,True,False,0.5808308173455822,7273.4805,1056.1654059405384,1006.1654059405384,True,True
607,38,3,98205.77,1,1,0,176318.27,0,True,False,True,0.5219569263006963,8838.5193,1153.3315917193456,1103.3315917193456,True,True
600,50,6,94684.27,1,1,1,50488.91,0,False,True,False,0.5249838086528262,8521.5843,1118.4234453925321,1068.4234453925321,True,True
602,22,7,141604.76,1,1,0,30379.6,0,False,True,False,0.3432884783725599,12744.4284,1093.7538582910095,1043.7538582910095,False,True
581,47,1,122949.14,1,0,0,180251.68,1,False,False,False,0.7596838946602682,11065.422599999998,2101.5558342074373,2051.5558342074373,True,True
640,33,8,81677.22,2,0,0,34925.56,0,True,False,True,0.1384529181743896,7350.9498,254.4401127908614,204.4401127908614,False,True
850,38,7,80293.98,1,0,0,126555.74,0,False,False,True,0.342614644001308,7226.458199999999,618.9726008958331,568.9726008958331,False,True
490,48,8,155413.06,1,1,0,187921.3,0,False,True,False,0.6657893074331017,13987.175399999998,2328.127955627829,2278.127955627829,True,True
613,38,9,67111.65,1,1,0,78566.64,1,True,False,True,0.5358171227858182,6040.048499999999,809.090352189199,759.090352189199,True,True
812,34,5,103818.43,1,1,1,166038.27,0,False,False,True,0.1758012164750769,9343.6587,410.6566414469839,360.6566414469839,False,True
512,36,4,152169.12,2,0,0,38629.3,1,False,False,True,0.2078689259995468,13695.2208,711.7027097556635,661.7027097556635,False,True
650,26,4,214346.96,2,1,0,128815.33,0,True,False,True,0.2125665894459373,19291.2264,1025.1675505193566,975.1675505193566,False,True
844,40,7,113348.14,1,1,0,31904.31,1,False,False,True,0.4784688595677266,10201.3326,1220.2549937982678,1170.2549937982678,False,True
686,47,5,170935.94,1,1,0,173179.79,1,True,False,False,0.7887000062551454,15384.2346,3033.386481312656,2983.386481312656,True,True
695,52,8,103023.26,1,1,1,22485.64,0,True,False,True,0.7644506182677739,9272.0934,1772.0143830666366,1722.0143830666366,True,True
535,31,7,111855.04,2,1,1,36278.89,0,False,False,False,0.1613669599202211,10066.9536,406.1184245224814,356.1184245224814,False,True
743,32,6,140348.56,2,1,1,163254.39,0,True,False,False,0.2555844289994315,12631.3704,807.0953977910802,757.0953977910802,False,True
658,29,3,145512.84,1,1,0,20207.02,0,False,False,True,0.3367102866060558,13096.155599999998,1102.4025763783754,1052.4025763783754,False,True
677,41,8,146720.98,2,1,1,4195.84,0,True,False,False,0.2864080693880282,13204.8882,945.4966339616886,895.4966339616886,False,True
664,32,10,107209.73,1,1,1,112340.2,0,False,False,True,0.1815878329401817,9648.8757,438.02960716804466,388.02960716804466,False,True
766,38,7,130933.74,1,0,1,2035.94,0,True,False,False,0.5600639656069724,11784.0366,1649.9535672634258,1599.9535672634258,True,True
688,36,0,89772.3,1,1,0,177383.68,1,False,True,True,0.3941466210203802,8079.507,796.1275958901272,746.1275958901272,False,True
712,36,2,100749.5,3,0,0,70758.37,1,False,False,True,0.798462183538498,9067.454999999998,1810.0049796092674,1760.0049796092674,True,True
628,51,3,123981.31,2,1,1,40546.15,0,False,False,False,0.5265816428707925,11158.3179,1468.9413428641426,1418.9413428641426,True,True
539,34,4,91622.42,1,1,1,136603.42,0,True,False,False,0.3684670766985593,8246.0178,759.5965182925713,709.5965182925713,False,True
732,36,7,126195.81,1,1,1,133172.48,0,False,False,True,0.1982020503382278,11357.6229,562.7760364371022,512.7760364371022,False,True
715,41,4,94267.9,1,0,1,152821.12,1,False,False,True,0.404184796885698,8484.110999999999,857.2871703226789,807.2871703226789,False,True
756,39,3,100717.85,3,1,1,73406.04,1,True,False,False,0.8769524738815855,9064.6065,1987.3072737345249,1937.3072737345249,True,True
790,26,4,141581.71,2,0,0,98309.27,0,False,False,False,0.2256868385696644,12742.353899999998,718.9453919067083,668.9453919067083,False,True
850,39,2,148586.64,1,1,1,176791.27,0,False,False,False,0.2962575070961876,13372.797600000002,990.4479199694703,940.4479199694703,False,True
512,32,2,123403.85,2,1,0,80120.19,0,True,False,False,0.3177187503235136,11106.3465,882.1736326599822,832.1736326599822,False,True
514,46,3,106511.85,1,1,0,55072.32,0,False,False,False,0.7592211834578942,9586.0665,1819.4861882090188,1769.4861882090188,True,True
420,34,1,135549.9,1,0,0,149471.13,1,True,False,False,0.6256616746455037,12199.491,1908.1884922206877,1858.1884922206877,True,True
679,38,7,110555.37,2,1,0,46522.68,0,True,False,True,0.3993245097744292,9949.9833,993.3180508840643,943.3180508840643,False,True
713,52,0,185891.54,1,1,1,46369.57,1,False,False,False,0.6059457649945723,16730.238599999997,2534.40430675468,2484.40430675468,True,True
833,59,1,130854.59,1,1,1,30722.52,1,True,False,True,0.7765977243961669,11776.9131,2286.480978467852,2236.480978467852,True,True
690,42,3,92578.14,2,0,0,70810.6,0,False,False,False,0.3813868340671545,8332.0326,794.4318836645806,744.4318836645806,False,True
731,21,8,132312.06,1,1,0,106663.46,1,True,False,False,0.5754405568456192,11908.0854,1713.098823385297,1663.098823385297,True,True
608,62,8,144976.5,1,0,0,175836.03,1,False,False,False,0.8519721452130361,13047.885,2779.108643485749,2729.108643485749,True,True
479,48,5,87070.23,1,0,1,85646.41,0,False,True,True,0.4777700589496045,7836.320699999999,935.9898506967514,885.9898506967514,False,True
731,47,1,115414.19,3,0,0,191734.67,1,False,False,False,0.8966811844669631,10387.2771,2328.51898335364,2278.51898335364,True,True
617,61,7,91070.43,1,1,1,101839.77,0,False,True,True,0.4192524469643095,8196.338699999998,859.0837640308167,809.0837640308167,False,True
756,29,2,117412.19,2,1,0,4888.91,0,False,True,True,0.1706321649605484,10567.0971,450.77166388033316,400.77166388033316,False,True
848,31,4,90018.45,2,1,0,193132.98,0,True,False,True,0.1658297237552214,8101.6605,335.8740306683972,285.8740306683972,False,True
698,56,1,112414.81,2,0,0,93982.02,1,True,False,True,0.7558470371938287,10117.3329,1911.7890241921616,1861.7890241921616,True,True
779,33,1,158456.76,1,1,1,197000.92,1,True,False,True,0.2976309935338567,14261.1084,1061.1369654965072,1011.1369654965072,False,True
612,58,1,149641.53,1,1,1,115161.28,0,True,False,False,0.7885843375352846,13467.7377,2655.111753063369,2605.111753063369,True,True
663,33,8,122528.18,1,1,0,196260.3,0,False,True,False,0.3368420531358228,11027.5362,928.6344836594025,878.6344836594025,False,True
549,45,3,143734.01,2,1,1,96404.38,0,True,False,False,0.590579747381482,12936.0609,1909.9438946083667,1859.9438946083667,True,True
675,32,2,155663.31,1,1,0,97658.66,0,False,False,False,0.350577023826039,14009.6979,1227.8695486209772,1177.8695486209772,False,True
571,34,1,101736.66,1,0,1,195651.66,0,True,False,False,0.4882095915548343,9156.2994,1117.5482975569435,1067.5482975569435,False,True
500,37,9,125822.21,1,1,0,111698.0,0,False,True,True,0.3005204919962612,11323.9989,850.7734301982802,800.7734301982802,False,True
733,31,6,157791.07,2,0,0,177994.81,0,True,False,True,0.2189895599737584,14201.1963,777.4784322094915,727.4784322094915,False,True
468,42,9,181627.14,2,1,0,172668.39,0,True,False,True,0.2850507563573806,16346.442599999998,1164.8914567206266,1114.8914567206266,False,True
727,57,1,109679.72,1,0,1,753.37,0,False,True,False,0.508223960989894,9871.1748,1254.1918891199061,1204.1918891199061,True,True
618,37,5,96652.86,1,1,0,98686.4,1,False,False,False,0.4160312383234533,8698.757399999999,904.7387032493256,854.7387032493256,False,True
617,40,5,190008.32,2,1,1,107047.92,0,False,False,True,0.2507521247081808,17100.7488,1072.0122739252183,1022.0122739252183,False,True
765,43,4,148962.76,1,0,1,173878.87,1,True,False,True,0.7017309415268771,13406.648400000002,2351.9650011129506,2301.9650011129506,True,True
614,30,3,131344.52,2,1,0,54776.64,0,True,False,False,0.2932980987049939,11821.0068,866.769704804701,816.769704804701,False,True
593,29,5,101713.84,3,1,0,134594.99,0,True,False,False,0.6376780260579148,9154.2456,1459.365316064338,1409.365316064338,True,True
700,27,6,137963.07,1,0,0,8996.79,0,False,False,False,0.3309019610957952,12416.6763,1027.1756344904206,977.1756344904206,False,True
826,29,4,129938.07,1,0,1,190200.53,0,False,True,False,0.2898472262670608,11694.4263,847.3992564598915,797.3992564598915,False,True
652,45,2,151421.44,1,0,1,115333.43,0,True,False,True,0.7005591708600528,13627.9296,2386.7927652787926,2336.7927652787926,True,True
755,45,7,135643.0,1,0,0,143619.52,1,True,False,False,0.8887275952617363,12207.87,2712.367737091973,2662.367737091973,True,True
538,39,2,122773.5,2,1,1,58467.08,0,False,True,True,0.1914495671247775,11049.615,528.8610021613621,478.8610021613621,False,True
729,34,3,152303.8,1,1,0,12128.69,0,False,False,True,0.3400220066713878,13707.342,1165.1994832427486,1115.1994832427486,False,True
700,54,1,79415.67,1,0,1,139735.54,0,False,True,True,0.4440134917654956,7147.4103,793.386651095917,743.386651095917,False,True
434,58,9,125801.03,2,1,0,60891.8,1,True,False,False,0.8351807638112766,11322.0927,2363.9985072820195,2313.9985072820195,True,True
755,41,6,104817.41,1,1,0,126013.58,1,False,False,True,0.5292378196067393,9433.5669,1248.1500943175768,1198.1500943175768,True,True
747,32,5,67495.04,2,0,1,77370.37,0,True,False,False,0.1047776517266299,6074.553599999999,159.11936537388644,109.11936537388644,False,True
850,36,0,164850.54,1,1,1,62722.44,0,False,False,False,0.2601941502439689,14836.5486,965.0957888825867,915.0957888825867,False,True
712,49,5,154776.42,2,0,0,196257.68,0,True,False,False,0.5869798084372055,13929.877799999998,2044.1392506494203,1994.1392506494203,True,True
622,28,1,143124.63,2,1,0,81723.8,0,True,False,False,0.2817090028919025,12881.2167,907.1886781478808,857.1886781478808,False,True
653,38,8,102133.38,1,1,1,166520.96,0,False,False,False,0.334973695261472,9192.0042,769.7699034332427,719.7699034332427,False,True
699,26,6,79932.41,1,0,0,150242.44,0,False,True,True,0.2859625456402923,7193.9169,514.2976974621799,464.29769746217994,False,True
693,40,0,120711.73,1,0,0,27345.18,1,True,False,True,0.7364985420014534,10864.0557,2000.3402958181448,1950.3402958181448,True,True
647,43,3,122717.53,2,1,1,87000.39,0,True,False,False,0.553866531237294,11044.577699999998,1529.3054849199425,1479.3054849199425,True,True
478,36,3,92363.3,2,1,0,44912.7,0,False,True,False,0.3245777626693323,8312.697,674.5291485020176,624.5291485020176,False,True
705,40,5,203715.15,1,1,0,179978.68,1,False,True,False,0.6918176084835301,18334.3635,3171.008877409431,3121.008877409431,True,True
807,31,1,93460.47,2,0,0,172782.69,0,True,False,False,0.2498252514042883,8411.4423,525.3476718175413,475.34767181754125,False,True
651,24,7,40224.7,1,1,1,178341.33,0,True,False,False,0.2292539788524021,3620.222999999999,207.48763177074485,157.48763177074485,False,True
673,43,5,168069.73,1,1,1,146992.24,1,False,False,False,0.5411398937153163,15126.275700000002,2046.3578061516434,1996.3578061516434,True,True
584,47,7,130538.77,1,1,0,92915.84,0,True,False,True,0.8900725783877189,11748.4893,2614.2520408528817,2564.2520408528817,True,True
756,37,3,132623.6,1,1,1,58974.0,0,False,False,True,0.2254010080264782,11936.124,672.6035953822598,622.6035953822598,False,True
670,35,3,103465.02,2,1,1,174627.06,0,False,False,False,0.1881363129971328,9311.8518,437.9743662069286,387.9743662069286,False,True
765,50,9,126547.8,1,1,1,79579.94,1,False,False,False,0.5812019628509298,11389.302,1654.8711694755052,1604.8711694755052,True,True
528,30,2,128262.72,2,1,0,50771.16,0,False,False,True,0.186081514395451,11543.644799999998,537.0147265067932,487.0147265067932,False,True
701,40,5,169742.64,1,1,1,153537.55,1,False,False,True,0.3857390393015422,15276.8376,1473.2181648474195,1423.2181648474195,False,True
639,27,3,150795.81,1,0,1,85208.93,0,True,False,True,0.3169745570058792,13571.622899999998,1075.4647891445861,1025.4647891445861,False,True
785,61,4,129855.72,2,1,0,170214.82,1,False,True,False,0.7594240989886927,11687.0148,2218.8501710893793,2168.8501710893793,True,True
363,28,6,146098.43,3,1,0,100615.14,1,False,True,False,0.8619040321807659,13148.858699999995,2833.2635830262852,2783.2635830262852,True,True
718,28,4,65643.3,1,1,0,28760.99,0,True,False,True,0.2702773798372537,5907.897,399.1927303770929,349.1927303770929,False,True
584,38,9,104584.16,1,1,0,176678.72,0,False,False,True,0.3802196734233347,9412.5744,894.7114911102101,844.7114911102101,False,True
772,30,6,99785.28,2,0,0,197238.03,0,True,False,True,0.2290178898954817,8980.6752,514.1838210351707,464.1838210351707,False,True
399,46,2,127655.22,1,1,0,139994.68,1,True,False,True,0.8824520236367593,11488.9698,2534.616162377904,2484.616162377904,True,True
463,35,2,101257.16,1,1,1,118113.64,0,False,False,True,0.2178358164605004,9113.1444,496.29231272410925,446.29231272410925,False,True
780,76,10,121313.88,1,0,1,64872.33,0,False,False,True,0.2583581911265999,10918.2492,705.2047783953617,655.2047783953617,False,True
752,30,4,81523.38,1,1,1,36885.85,0,True,False,True,0.1611307145060186,7337.1042,295.5582105377775,245.55821053777748,False,True
697,47,6,128252.66,1,1,1,168053.4,0,False,False,False,0.5564434910064479,11542.7394,1605.7205518784178,1555.7205518784178,True,True
505,29,3,145541.56,2,1,1,58019.95,0,True,False,True,0.1552801049677897,13098.7404,508.493446064457,458.493446064457,False,True
693,44,5,124601.58,2,1,1,46998.13,1,True,False,True,0.5626296267639049,11214.1422,1577.352160115839,1527.352160115839,True,True
725,33,7,115182.84,2,1,1,177279.41,0,True,False,False,0.2799916897491384,10366.4556,725.6303550383545,675.6303550383545,False,True
791,37,2,163789.49,2,1,0,75832.53,0,False,False,True,0.2307065712677457,14741.0541,850.2145120708362,800.2145120708362,False,True
536,46,1,65733.41,1,1,0,61094.53,0,False,False,True,0.7362674249955167,5916.0069,1088.9407916296773,1038.9407916296773,True,True
500,47,8,128486.11,1,1,0,179227.12,0,False,True,False,0.7011573739962131,11563.7499,2027.0021283582432,1977.0021283582432,True,True
707,53,6,109663.47,1,1,1,52110.45,0,False,True,False,0.4922768232459152,9869.7123,1214.6576543487838,1164.6576543487838,False,True
531,42,6,88324.31,2,1,0,75248.75,0,True,False,False,0.3861575569226697,7949.1879,767.4097447458117,717.4097447458117,False,True
557,28,7,146445.24,2,1,0,184317.74,0,False,False,False,0.281824715643871,13180.0716,928.617482708965,878.617482708965,False,True
775,36,2,109949.05,2,0,1,71682.54,0,True,False,True,0.2305135920355193,9895.4145,570.2568852688406,520.2568852688406,False,True
772,30,4,78653.05,1,1,0,1790.48,0,False,True,True,0.2945792144081716,7078.7745,521.3149577956494,471.31495779564943,False,True
587,46,9,107850.82,1,1,0,139431.0,1,True,False,True,0.8908410440159726,9706.5738,2161.753584452522,2111.753584452522,True,True
667,39,4,83765.35,2,1,0,118358.54,0,True,False,False,0.338678404572669,7538.8815,638.3140896706025,588.3140896706025,False,True
771,66,7,143773.07,1,1,1,130827.88,0,False,False,False,0.3678165129448516,12939.5763,1189.8474584124615,1139.8474584124615,False,True
523,63,6,116227.27,1,1,1,119404.63,0,True,False,True,0.7532074875981384,10460.4543,1969.7231256095358,1919.7231256095358,True,True
662,33,0,103471.52,1,1,1,162703.0,0,True,False,True,0.3480784061116491,9312.4368,810.3645395898665,760.3645395898665,False,True
746,24,3,137492.35,2,0,1,170142.09,0,False,False,True,0.1122090141413908,12374.3115,347.1273235233687,297.1273235233687,False,True
579,36,9,129829.59,1,1,1,60906.12,0,False,False,True,0.2340068845653635,11684.6631,683.5729023067156,633.5729023067156,False,True
519,21,1,146329.57,2,1,1,194867.27,0,False,False,False,0.1767994488089191,13169.6613,582.0972147100382,532.0972147100382,False,True
696,30,4,114027.7,1,1,1,193716.56,0,True,False,True,0.3683564798645822,10262.493,945.063949028729,895.063949028729,False,True
693,25,6,146580.69,1,0,1,14633.35,0,True,False,True,0.3339005468038501,13192.2621,1101.225882192427,1051.225882192427,False,True
587,38,0,132122.42,2,0,0,31730.32,0,True,False,False,0.3903203423562906,11891.0178,1160.3265346651863,1110.3265346651863,False,True
626,44,10,81553.93,1,1,0,20063.63,1,False,False,False,0.7165269863000568,7339.8537,1314.8008128860804,1264.8008128860804,True,True
548,32,5,175214.71,1,1,1,155165.61,0,True,False,True,0.2771867824299934,15769.3239,1092.7620382343487,1042.7620382343487,False,True
588,40,10,125534.51,1,1,0,121504.18,1,True,False,False,0.7253833002149732,11298.1059,2048.8643359800653,1998.8643359800653,True,True
693,68,4,97705.99,1,1,1,61569.07,0,False,False,True,0.280780217079623,8793.5391,617.2629543490381,567.2629543490381,False,True
499,55,4,126817.65,2,1,0,123269.71,0,True,False,False,0.8222154985806164,11413.588499999998,2346.107339780372,2296.107339780372,True,True
628,46,1,46870.43,4,1,0,31272.14,1,False,False,False,0.921806936616374,4218.338699999999,972.1234686643243,922.1234686643243,True,True
733,42,9,120094.93,1,1,0,184056.45,0,False,False,True,0.5511821016749244,10808.543699999998,1489.3689581528158,1439.3689581528158,True,True
559,36,1,104356.94,2,0,1,54184.06,0,True,False,False,0.2239403489113823,9392.1246,525.8189149857942,475.8189149857942,False,True
704,27,5,147004.34,1,1,0,64381.33,1,True,False,True,0.4286071579566548,13230.3906,1417.6600284306103,1367.6600284306103,False,True
744,38,6,73023.17,2,1,0,78770.86,0,True,False,True,0.2111246419285301,6572.0853,346.88228892156405,296.88228892156405,False,True
665,40,1,173432.55,1,0,1,116766.79,0,False,True,False,0.3764315603938961,15608.929499999998,1468.9234219408288,1418.9234219408288,False,True
638,42,7,165679.92,1,0,0,32916.29,0,False,False,False,0.5761287094151664,14911.1928,2147.6915659261804,2097.6915659261804,True,True
837,31,9,104678.62,1,0,1,50972.6,0,False,True,True,0.1611390656769748,9421.0758,379.5258380209895,329.5258380209895,False,True
534,55,8,116973.26,3,1,0,122066.5,1,False,False,False,0.9717325684383064,10527.5934,2557.5013435140404,2507.5013435140404,True,True
837,38,2,126732.85,1,1,1,79577.38,0,True,False,True,0.4578411044703885,11405.9565,1305.5289303753018,1255.5289303753018,False,True
658,44,6,148481.09,1,1,0,130529.13,0,False,False,False,0.6858147076406753,13363.298099999998,2291.1865948916725,2241.1865948916725,True,True
554,38,4,137654.05,2,1,1,172629.67,0,False,False,False,0.2298187370283738,12388.864499999998,711.7982981514137,661.7982981514137,False,True
724,30,7,115315.04,1,1,0,15216.53,0,True,False,True,0.4775014243813061,10378.3536,1238.919656683214,1188.919656683214,False,True
723,42,2,99095.73,1,1,1,17512.53,0,False,False,True,0.3729654908488909,8918.615699999998,831.583970560781,781.583970560781,False,True
585,39,7,165610.41,2,0,0,131852.01,0,True,False,False,0.2973132979556135,14904.9369,1107.8589863898296,1057.8589863898296,False,True
562,32,6,161628.66,1,1,0,91482.5,0,False,True,True,0.3417218068373828,14546.5794,1242.720848967863,1192.720848967863,False,True
719,32,9,146605.27,1,1,1,77119.45,0,False,False,True,0.173092168530963,13194.474299999998,570.9650423032649,520.9650423032649,False,True
635,37,5,113488.68,1,1,0,95611.74,1,True,False,True,0.632523172757759,10213.981199999998,1615.1449487780255,1565.1449487780255,True,True
743,42,7,77002.2,2,1,1,80428.42,0,False,False,True,0.2018194068889408,6930.197999999999,349.66211249573087,299.66211249573087,False,True
790,46,8,182364.53,1,0,0,139266.48,1,False,True,True,0.7936769676751534,16412.807699999998,3256.616861592852,3206.616861592852,True,True
669,45,7,149364.58,1,0,1,173454.07,0,False,False,True,0.450936326627467,13442.8122,1515.4630882527247,1465.4630882527247,False,True
583,59,7,127450.14,1,0,1,67552.71,0,False,False,True,0.4542057838980719,11470.5126,1302.4932917989279,1252.4932917989279,False,True
520,63,5,162278.32,1,1,1,34765.33,0,False,True,False,0.4637458678521769,14605.0488,1693.2577576948488,1643.2577576948488,False,True
579,37,5,152212.88,2,0,0,120219.14,0,False,True,True,0.2390599204009448,13699.159200000002,818.7299769779677,768.7299769779677,False,True
698,39,9,161993.89,1,0,0,90212.38,0,False,True,False,0.4216358885980971,14579.450100000002,1536.804849546279,1486.804849546279,False,True
548,39,7,131468.44,1,1,0,164975.82,0,False,True,True,0.3766802931874835,11832.1596,1114.2353367922744,1064.2353367922744,False,True
672,40,10,102980.44,1,1,0,1285.81,1,True,False,True,0.7113967824650196,9268.2396,1648.34895763872,1598.34895763872,True,True
653,31,9,143321.97,1,1,0,83679.46,0,True,False,True,0.5313627745988493,12898.9773,1713.5090919038935,1663.5090919038935,True,True
734,37,2,130404.92,1,0,0,34548.74,0,False,True,False,0.3470354837738771,11736.4428,1018.2405262206092,968.2405262206092,False,True
641,30,2,87505.47,2,0,1,7278.57,0,False,False,True,0.1314567649358472,7875.4923,258.8216850087937,208.82168500879368,False,True
824,30,0,133634.02,1,1,1,162053.92,0,False,False,True,0.1624363730907502,12027.061799999998,488.40807443257734,438.40807443257734,False,True
534,33,3,151233.62,1,0,0,199336.63,0,False,True,False,0.3524533735734548,13611.0258,1199.3129902513328,1149.3129902513328,False,True
653,55,2,70263.83,1,0,1,62347.71,0,False,True,True,0.4800718079912677,6323.744699999999,758.9628878510491,708.9628878510491,False,True
683,30,10,57657.49,1,0,0,79240.9,0,False,False,True,0.286168258005929,5189.1741,371.2442281716211,321.2442281716211,False,True
618,42,8,153572.31,2,1,1,76679.6,0,True,False,True,0.2944630742590096,13821.5079,1017.4809267822969,967.4809267822969,False,True
538,37,1,134752.08,1,1,0,162511.55,0,False,False,True,0.3254394664715878,12127.687199999998,986.7070129755759,936.7070129755759,False,True
643,34,3,83132.09,1,1,1,21360.88,0,False,True,True,0.2183840211875787,7481.888099999998,408.4812023383731,358.4812023383731,False,True
593,32,9,134096.53,2,1,0,53931.05,1,True,False,False,0.2940209560821214,12068.6877,887.1117740526348,837.1117740526348,False,True
718,31,0,118100.59,2,1,0,103165.15,0,False,False,False,0.2467751625782622,10629.0531,655.7465767013704,605.7465767013704,False,True
811,52,10,76915.4,1,0,0,146359.81,1,True,False,True,0.7560463373472167,6922.385999999999,1308.4111452509123,1258.4111452509123,True,True
823,46,3,81576.75,1,1,1,28370.95,1,False,True,False,0.6103698513034557,7341.907499999999,1120.3197472646814,1070.3197472646814,True,True
710,33,10,118327.17,2,1,1,192928.82,0,False,False,True,0.114052077387037,10649.4453,303.64783987115436,253.64783987115436,False,True
591,30,8,124857.69,2,0,0,50485.7,0,False,True,True,0.1754755796682546,11237.1921,492.9631993977578,442.9631993977578,False,True
748,27,2,90971.85,1,1,1,131662.47,0,True,False,False,0.2896613565435498,8187.466499999999,592.8981632612173,542.8981632612173,False,True
850,37,7,153147.75,1,1,1,152235.3,0,False,False,False,0.2576457179123593,13783.2975,887.8018948967818,837.8018948967818,False,True
542,38,8,65942.26,1,1,1,68093.23,1,False,False,True,0.3817190033815489,5934.8034,566.3568097783569,516.3568097783569,False,True
607,27,5,100912.19,1,0,0,7631.27,0,False,True,False,0.3524420439767315,9082.0971,800.2282163797865,750.2282163797865,False,True
756,41,2,124439.49,2,0,1,47093.11,0,True,False,True,0.3276640510354131,11199.5541,917.4228165490674,867.4228165490674,False,True
700,44,2,58781.76,1,1,0,16874.92,0,False,False,False,0.6946391608877407,5290.3584,918.7225299428526,868.7225299428526,True,True
635,50,7,159453.64,2,0,0,54560.79,1,False,True,True,0.6929802566750451,14350.8276,2486.2100484368307,2436.2100484368307,True,True
687,26,2,142721.52,1,1,1,153605.75,0,True,False,True,0.2724325368844404,12844.9368,874.8446796360764,824.8446796360764,False,True
613,46,8,167795.6,1,0,1,44390.38,0,False,False,False,0.5558742499638726,15101.604,2098.6481991878545,2048.6481991878545,True,True
781,38,3,128345.69,2,1,0,63218.85,0,False,False,False,0.3095614335506292,11551.1121,893.9447051950048,843.9447051950048,False,True
703,20,3,165260.98,1,1,1,41626.78,0,False,True,True,0.1784589667772288,14873.488200000002,663.5768341363263,613.5768341363263,False,True
593,62,3,118233.81,1,0,1,24765.53,1,True,False,False,0.8121127309052728,10641.0429,2160.431602299791,2110.431602299791,True,True
849,37,7,143452.74,2,1,1,17294.12,0,True,False,True,0.2295649966085601,12910.7466,740.9638748607448,690.9638748607448,False,True
778,38,3,145018.49,2,1,1,126702.41,0,False,False,True,0.142412992511435,13051.664099999998,464.6816354337662,414.6816354337662,False,True
539,38,8,82407.51,1,1,0,13123.41,0,True,False,False,0.4680879475498078,7416.675899999998,867.9141499182807,817.9141499182807,False,True
489,28,1,79460.98,2,1,1,167973.63,0,True,False,True,0.0676255739486925,7151.488199999999,120.90587352807542,70.90587352807542,False,True
618,38,5,126473.99,1,1,0,91972.49,0,False,True,True,0.3775407617219063,11382.6591,1074.3544467586971,1024.3544467586971,False,True
710,30,10,133537.1,2,1,0,155593.74,0,True,False,False,0.2874758701321581,12018.339,863.7456153920626,813.7456153920626,False,True
625,52,5,164978.01,1,1,1,67788.49,0,False,False,True,0.5094580927662442,14848.0209,1891.111102266833,1841.111102266833,True,True
682,46,7,128029.72,1,1,1,62615.35,0,False,True,True,0.4220075128758144,11522.6748,1215.6638335062055,1165.6638335062055,False,True
727,43,2,97403.18,1,1,1,107415.02,1,False,True,True,0.4311080363843793,8766.286199999999,944.8041075163703,894.8041075163703,False,True
794,41,7,176845.41,3,1,0,166526.26,1,False,False,False,0.9209148494502352,15916.086899999998,3664.3401928375897,3614.3401928375897,True,True
670,42,3,81589.04,1,1,0,188227.8,0,False,True,True,0.5624842678187645,7343.013599999999,1032.5824070948074,982.5824070948074,True,True
460,40,6,119507.58,2,1,0,91560.63,1,True,False,False,0.4484175542683543,10755.6822,1205.7591766529179,1155.7591766529179,False,True
643,30,5,94443.77,1,1,1,165614.4,0,False,False,True,0.1956437043339249,8499.9393,415.73990281637714,365.73990281637714,False,True
615,32,7,92199.84,1,1,1,2755.53,0,False,False,True,0.18056572035909,8297.9856,374.5829368483389,324.5829368483389,False,True
717,41,3,135756.96,1,1,1,103706.41,0,False,False,False,0.3733989270351738,12218.126399999996,1140.5588220350323,1090.5588220350323,False,True
648,54,9,120633.42,1,0,0,5924.38,1,False,False,False,0.8410969658146903,10857.0078,2282.949079601606,2232.949079601606,True,True
535,48,5,134542.73,1,1,1,58203.67,1,True,False,True,0.7896409846672734,12108.8457,2390.41021043302,2340.41021043302,True,True
709,49,4,154344.49,2,1,1,38794.57,0,False,False,True,0.3925633404139295,13891.004099999998,1363.2747427998975,1313.2747427998975,False,True
664,43,9,189026.53,2,1,1,56099.86,0,False,False,True,0.3552939980964367,17012.3877,1511.0998107749108,1461.0998107749108,False,True
431,37,0,120764.08,1,1,1,117023.08,0,False,False,True,0.235512751632714,10868.7672,639.9333175318471,589.9333175318471,False,True
647,22,3,97975.82,2,0,1,62083.0,0,True,False,False,0.19908894860667,8817.8238,438.8828173352179,388.8828173352179,False,True
555,41,10,113270.2,2,1,1,185387.14,0,True,False,True,0.3600378450537384,10194.318,917.5850711281341,867.5850711281341,False,True
